start;end;regione;comune
1367180800;1367181055;Lazio;Rome
1367181056;1367181567;Lombardia;Milan
1367181568;1367181823;Lazio;Rome
1367181824;1367182847;Lombardia;Milan
1367182848;1367183103;Lazio;Rome
1367183104;1367183359;Lombardia;Milan
1367183360;1367183871;Lazio;Rome
1367183872;1367184127;Lombardia;Milan
1367184128;1367185151;Lazio;Rome
1367185152;1367185407;Lombardia;Milan
1367185408;1367186431;Liguria;Genova
1367186432;1367187199;Lombardia;Milan
1367187200;1367187455;Liguria;Genova
1367187456;1367187967;Lombardia;Milan
1367187968;1367188223;Liguria;Genova
1367188224;1367188479;Lombardia;Milan
1367188480;1367188735;Liguria;Genova
1367188736;1367189759;Lombardia;Milan
1367189760;1367190015;Lazio;Rome
1367190016;1367190527;Lombardia;Milan
1367190528;1367190783;Lazio;Rome
1367190784;1367191039;Lombardia;Milan
1367191040;1367191551;Lazio;Rome
1367191552;1367192063;Liguria;Genova
1367192064;1367192575;Lombardia;Milan
1367192576;1367192831;Liguria;Genova
1367192832;1367193343;Lombardia;Milan
1367193344;1367193599;Liguria;Genova
1367193600;1367194111;Lazio;Rome
1367194112;1367194367;Lombardia;Milan
1367194368;1367194623;Lazio;Rome
1367194624;1367195391;Lombardia;Milan
1367195392;1367195647;Liguria;Genova
1367195648;1367195903;Lazio;Rome
1367195904;1367196159;Lombardia;Milan
1367196160;1367196671;Lazio;Rome
1367196672;1367197183;Liguria;Genova
1367197184;1367197695;Lombardia;Milan
1367197696;1367198207;Liguria;Genova
1367198208;1367198975;Lombardia;Milan
1367198976;1367199743;Liguria;Genova
1367199744;1367199999;Lombardia;Milan
1367200000;1367200767;Liguria;Genova
1367200768;1367201023;Lombardia;Milan
1367201024;1367201791;Liguria;Genova
1367201792;1367202047;Lombardia;Milan
1367202048;1367203071;Liguria;Genova
1367203072;1367203327;Lombardia;Milan
1367203328;1367203839;Liguria;Genova
1367203840;1367204095;Lombardia;Milan
1367204096;1367204863;Liguria;Genova
1367204864;1367205375;Lombardia;Milan
1367205376;1367205631;Liguria;Genova
1367205632;1367205887;Lombardia;Milan
1367205888;1367207935;Liguria;Genova
1367207936;1367208703;Lazio;Rome
1367208704;1367208959;Lombardia;Milan
1367208960;1367209983;Lazio;Rome
1367209984;1367210239;Liguria;Genova
1367210240;1367210495;Lombardia;Milan
1367210496;1367211263;Liguria;Genova
1367211264;1367211775;Lombardia;Milan
1367211776;1367212031;Liguria;Genova
1367212032;1367213823;Lombardia;Milan
1367213824;1367214079;Lazio;Rome
1367214080;1367214335;Lombardia;Milan
1367214336;1367215103;Lazio;Rome
1367215104;1367215359;Lombardia;Milan
1367215360;1367216127;Lazio;Rome
1367216128;1367216383;Lombardia;Milan
1367216384;1367216639;Lazio;Rome
1367216640;1367217151;Lombardia;Milan
1367217152;1367217407;Lazio;Rome
1367217408;1367217919;Lombardia;Milan
1367217920;1367218175;Lazio;Rome
1367218176;1367219455;Lombardia;Milan
1367219456;1367224319;Lazio;Rome
1367224320;1367225343;Lombardia;Milan
1367225344;1367226367;Lazio;Rome
1367226368;1367226623;Lombardia;Milan
1367226624;1367226879;Lazio;Rome
1367226880;1367227135;Lombardia;Milan
1367227136;1367228415;Lazio;Rome
1367228416;1367228671;Toscana;Siena
1367228672;1367230463;Lombardia;Milan
1367230464;1367232255;Lazio;Rome
1367232256;1367235071;Lombardia;Milan
1367235072;1367235583;Lazio;Rome
1367235584;1367236607;Lombardia;Milan
1367236608;1367236863;Lazio;Rome
1367236864;1367237119;Lombardia;Milan
1367237120;1367238143;Lazio;Rome
1367238144;1367238655;Lombardia;Milan
1367238656;1367244799;Lazio;Rome
1367244800;1367248895;Lombardia;Milan
1367248896;1367343103;Lazio;Rome
1369565184;1369565439;Trentino-Alto Adige;Parcines
1369565440;1369566207;Trentino-Alto Adige;Bolzano
1370183168;1370183423;Lombardia;Milan
1370301440;1370302463;Veneto;Padova
1370317824;1370318847;Veneto;Padova
1370357760;1370359039;Lombardia;Busto Arsizio
1370359040;1370364415;Lombardia;Settimo Milanese
1370364416;1370364671;Lombardia;Busto Arsizio
1370364672;1370365695;Lombardia;Settimo Milanese
1370365696;1370365951;Lombardia;Busto Arsizio
1370365952;1370368767;Lombardia;Settimo Milanese
1370368768;1370369023;Veneto;Garda
1370369024;1370371071;Lombardia;Busto Arsizio
1370371072;1370372095;Lombardia;Settimo Milanese
1370372096;1370372351;Lombardia;Busto Arsizio
1370372352;1370374143;Lombardia;Settimo Milanese
1370374144;1370374399;Lombardia;Milan
1370374400;1370374655;Lazio;Cassino
1370374656;1370374911;Lombardia;Milan
1370374912;1370375167;Lombardia;Codogno
1370375168;1370375423;Piemonte;Torino
1370375424;1370375679;Lombardia;Marnate
1370375680;1370375935;Lombardia;Milan
1370375936;1370376191;Emilia-Romagna;Parma
1370376192;1370376447;Lazio;Rome
1370376448;1370376703;Piemonte;Torino
1370376704;1370376959;Lazio;Rome
1370376960;1370378239;Lombardia;Milan
1370378240;1370378495;Lazio;Rome
1370378496;1370379519;Lombardia;Milan
1370379520;1370379775;Lazio;Rome
1370379776;1370381055;Lombardia;Milan
1370381056;1370381311;Lazio;Rome
1370381312;1370382591;Lombardia;Milan
1370382592;1370382847;Lazio;Rome
1370382848;1370384127;Lombardia;Milan
1370384128;1370384383;Lazio;Rome
1370384384;1370385663;Lombardia;Milan
1370385664;1370385919;Lazio;Rome
1370385920;1370386943;Lombardia;Milan
1370386944;1370387199;Lazio;Rome
1370387200;1370390527;Lombardia;Milan
1372003584;1372003839;Lombardia;Milan
1372094464;1372098559;Veneto;Padova
1372119040;1372123135;Toscana;Florence
1372127232;1372131327;Piemonte;Torino
1372158976;1372159231;Lombardia;Milan
1372159232;1372159487;Veneto;Isola Vicentina
1372159488;1372159999;Lombardia;Milan
1372585984;1372586495;Lombardia;Milan
1372586496;1372586751;Piemonte;Torino
1372586752;1372587007;Lazio;Rome
1372587008;1372587263;Lombardia;Rozzano
1372587264;1372587519;Piemonte;Torino
1372587520;1372587775;Lombardia;Milan
1372587776;1372588031;Emilia-Romagna;Bologna
1372588032;1372588287;Piemonte;Torino
1372588288;1372588543;Lombardia;Rozzano
1372588544;1372589311;Lombardia;Milan
1372589312;1372589567;Lazio;Rome
1372589568;1372591871;Lombardia;Milan
1372591872;1372592127;Lombardia;Crema
1372592128;1372592895;Lombardia;Milan
1372592896;1372593151;Piemonte;Torino
1372593152;1372593663;Lombardia;Milan
1372593664;1372593919;Piemonte;Torino
1372593920;1372594943;Lombardia;Milan
1372594944;1372595199;Emilia-Romagna;Bologna
1372595200;1372595455;Lombardia;Milan
1372595456;1372595711;Liguria;Sestri Levante
1372595712;1372596479;Lombardia;Milan
1372596480;1372596735;Lazio;Rome
1372596736;1372596991;Emilia-Romagna;Bologna
1372596992;1372597247;Campania;Salerno
1372597248;1372597503;Lombardia;Milan
1372597504;1372597759;Piemonte;Torino
1372597760;1372598015;Emilia-Romagna;Bologna
1372598016;1372598527;Lombardia;Milan
1372598528;1372598783;Piemonte;Torino
1372598784;1372599807;Lombardia;Milan
1372599808;1372600063;Campania;Ischia
1372600064;1372600319;Lombardia;Milan
1372600320;1372600575;Piemonte;Torino
1372600576;1372601599;Lombardia;Milan
1372601600;1372601855;Emilia-Romagna;Reno
1372601856;1372602111;Campania;Naples
1372602112;1372602367;Liguria;Genova
1372602368;1372603647;Lombardia;Milan
1372603648;1372603903;Lazio;Rome
1372603904;1372604159;Lombardia;Milan
1372604160;1372604415;Lombardia;Brescia
1372604416;1372604671;Lazio;Rome
1372604672;1372604927;Piemonte;Torino
1372604928;1372605183;Liguria;Genova
1372605184;1372608511;Lombardia;Milan
1372608512;1372608767;Lazio;Rome
1372608768;1372609023;Piemonte;Biella
1372609024;1372610047;Lombardia;Milan
1372610048;1372610559;Piemonte;Torino
1372610560;1372611583;Lombardia;Milan
1372611584;1372611839;Veneto;Mestre
1372611840;1372612351;Lombardia;Milan
1372612352;1372612607;Piemonte;Torino
1372612608;1372612863;Lombardia;Milan
1372612864;1372613119;Valle d'Aosta;Pont-Saint-Martin
1372613120;1372613375;Emilia-Romagna;Bologna
1372613376;1372614399;Lombardia;Milan
1372614400;1372614655;Lazio;Rome
1372614656;1372615167;Lombardia;Milan
1372615168;1372615423;Lazio;Rome
1372615424;1372615679;Piemonte;Biella
1372615680;1372616191;Lombardia;Milan
1372616192;1372616447;Lombardia;Vimercate
1372616448;1372617727;Lombardia;Milan
1372617728;1372618239;Piemonte;Torino
1372618240;1372618751;Lombardia;Milan
1378877440;1378877695;Piemonte;Galliate
1378877696;1378877951;Marche;Pesaro
1378877952;1378878207;Veneto;Venice
1378878208;1378878463;Piemonte;Torino
1378878464;1378878975;Piemonte;Galliate
1378878976;1378879231;Piemonte;Domodossola
1378879232;1378879487;Piemonte;Ovada
1378879488;1378879743;Lombardia;Milan
1378879744;1378879999;Lombardia;Bergamo
1378880000;1378880255;Lombardia;Milan
1378880256;1378880511;Lombardia;Bergamo
1378880512;1378880767;Emilia-Romagna;Modena
1378880768;1378881023;Lombardia;Milan
1378881024;1378881279;Campania;Avellino
1378881280;1378881535;Lombardia;Bergamo
1378881536;1378882303;Sardegna;Porto Torres
1378882304;1378882815;Lazio;Rome
1378882816;1378883071;Sicilia;Ragusa
1378883072;1378883327;Lombardia;Milan
1378883328;1378883583;Lombardia;Mese
1378883584;1378883839;Piemonte;Torino
1378883840;1378884095;Lombardia;Novedrate
1378884096;1378884351;Toscana;Florence
1378884352;1378885119;Veneto;Padova
1378885120;1378885375;Emilia-Romagna;Bologna
1378885376;1378885631;Emilia-Romagna;Parma
1378885632;1378885887;Lazio;Rome
1378885888;1378886143;Sicilia;Messina
1378886144;1378886399;Lombardia;Milan
1378886400;1378886655;Emilia-Romagna;Bologna
1378886656;1378886911;Emilia-Romagna;Ostellato
1378886912;1378887167;Lazio;Rome
1378887168;1378887423;Puglia;Bari
1378887424;1378887679;Emilia-Romagna;Bologna
1378887680;1378887935;Lombardia;Viadana
1378887936;1378888191;Abruzzo;Pineto
1378888192;1378888447;Lombardia;Roncoferraro
1378888448;1378888959;Lombardia;Brescia
1378888960;1378889215;Lombardia;Bergamo
1378889216;1378889471;Veneto;Isola Vicentina
1378889472;1378889727;Piemonte;Torino
1378889728;1378889983;Veneto;Padova
1378889984;1378890239;Lombardia;Brescia
1378890240;1378890495;Lombardia;Milan
1378890496;1378890751;Lazio;Rome
1378890752;1378891007;Lombardia;Bergamo
1378891008;1378891263;Lazio;Rome
1378891264;1378891519;Trentino-Alto Adige;Trento
1378891520;1378891775;Trentino-Alto Adige;Merano
1378891776;1378892031;Veneto;Alleghe
1378892032;1378892287;Trentino-Alto Adige;Arco
1378892288;1378892543;Trentino-Alto Adige;Meltina
1378892544;1378892799;Trentino-Alto Adige;Vermiglio
1378892800;1378893055;Trentino-Alto Adige;Bolzano
1378893056;1378893311;Campania;Naples
1378893312;1378893567;Lazio;Rome
1378893568;1378893823;Trentino-Alto Adige;Merano
1378893824;1378894079;Lombardia;Milan
1378894080;1378894335;Lazio;Rome
1378894336;1378894591;Lombardia;Bergamo
1378894592;1378894847;Lazio;Rome
1378894848;1378895103;Lombardia;Cagnola
1378895104;1378895359;Lazio;Cisterna di Latina
1378895360;1378895615;Piemonte;Torino
1378895616;1378895871;Lazio;Rome
1378895872;1378897151;Liguria;Genova
1378897152;1378897407;Liguria;Cogorno
1378897408;1378897663;Liguria;Genova
1378897664;1378897919;Piemonte;Torino
1378897920;1378898175;Lazio;Ripa
1378898176;1378898431;Lombardia;Busto Arsizio
1378898432;1378898687;Lombardia;Limbiate
1378898688;1378898943;Lombardia;Milan
1378898944;1378899199;Lombardia;Cagnola
1378899200;1378899967;Lombardia;Milan
1378899968;1378900223;Lombardia;Novedrate
1378900224;1378900479;Lombardia;Livraga
1378900480;1378902527;Lombardia;Milan
1378902528;1378902783;Lombardia;Limbiate
1378902784;1378903039;Lombardia;Ispra
1378903040;1378903295;Lombardia;Milan
1378903296;1378903551;Lombardia;Limbiate
1378903552;1378905599;Lombardia;Milan
1378905600;1378905855;Lombardia;Limbiate
1378905856;1378906111;Lombardia;Milan
1378906112;1378906367;Lombardia;Novedrate
1378906368;1378906623;Lombardia;Milan
1378906624;1378906879;Sardegna;Oristano
1378906880;1378907135;Sardegna;Porto Torres
1378907136;1378907391;Sardegna;Sant'Antioco
1378907392;1378907647;Toscana;Pisa
1378907648;1378907903;Lombardia;Milan
1378907904;1378908159;Lazio;Rome
1378908160;1378908415;Lombardia;Milan
1378908416;1378908671;Lombardia;Varese
1378908672;1378908927;Emilia-Romagna;Modena
1378908928;1378909439;Lombardia;Milan
1378909440;1378909695;Lazio;Rome
1378909696;1378909951;Lombardia;Milan
1378909952;1378910463;Piemonte;Torino
1378910464;1378910719;Lombardia;Milan
1378910720;1378910975;Lombardia;Menaggio
1378910976;1378911231;Lombardia;Milan
1378911232;1378911487;Lombardia;Limbiate
1378911488;1378912255;Lombardia;Milan
1378912256;1378912767;Umbria;Perugia
1378912768;1378913023;Umbria;Campello sul Clitunno
1378913024;1378913279;Umbria;Perugia
1378913280;1378913535;Friuli-Venezia Giulia;Udine
1378913536;1378913791;Veneto;Venice
1378913792;1378914303;Friuli-Venezia Giulia;Trieste
1378914304;1378914815;Emilia-Romagna;Modena
1378914816;1378915071;Lazio;Rome
1378915072;1378915327;Emilia-Romagna;Modena
1378915328;1378915583;Lombardia;Milan
1378915584;1378915839;Emilia-Romagna;Modena
1378915840;1378916095;Veneto;Padova
1378916096;1378916351;Emilia-Romagna;Parma
1378916352;1378916607;Emilia-Romagna;Modena
1378916608;1378916863;Lombardia;Novedrate
1378916864;1378917119;Emilia-Romagna;Parma
1378917120;1378917375;Piemonte;Galliate
1378917376;1378917631;Lazio;Rome
1378917632;1378917887;Piemonte;Torino
1378917888;1378918655;Veneto;Padova
1378918656;1378918911;Veneto;Verona
1378918912;1378919167;Veneto;Padova
1378919168;1378919423;Basilicata;Potenza
1378919424;1378919679;Campania;Naples
1378919680;1378919935;Lombardia;Brescia
1378919936;1378920191;Campania;Ariano Irpino
1378920192;1378920703;Piemonte;Torino
1378920704;1378920959;Veneto;Casale di Scodosia
1378920960;1378921215;Piemonte;Torino
1378921216;1378921471;Campania;Naples
1378921472;1378921727;Campania;Salerno
1378921728;1378922239;Campania;Ariano Irpino
1378922240;1378922751;Campania;Salerno
1378922752;1378923519;Piemonte;Torino
1378923520;1378923775;Piemonte;Cuneo
1378923776;1378924031;Piemonte;Torino
1378924032;1378924287;Lombardia;Milan
1378924288;1378924543;Toscana;Florence
1378924544;1378924799;Lazio;Rome
1378924800;1378925055;Lombardia;Milan
1378925056;1378925311;Lombardia;Limbiate
1378925312;1378925567;Lombardia;Milan
1378925568;1378925823;Veneto;Padova
1378925824;1378926079;Lombardia;Milan
1378926080;1378926335;Veneto;Casale di Scodosia
1378926336;1378926591;Lombardia;Milan
1378926592;1378926847;Lombardia;Bergamo
1378926848;1378927359;Lombardia;Milan
1378927360;1378927871;Liguria;Savona
1378927872;1378928127;Trentino-Alto Adige;Levico Terme
1378928128;1378928383;Veneto;Alleghe
1378928384;1378928639;Liguria;Imperia
1378928640;1378929151;Piemonte;Torino
1378929152;1378929407;Toscana;Pisa
1378929408;1378929663;Piemonte;Alba
1378929664;1378929919;Lazio;Rome
1378929920;1378930175;Trentino-Alto Adige;Ortisei
1378930176;1378930687;Piemonte;Galliate
1378930688;1378931455;Lombardia;Milan
1378931456;1378931711;Friuli-Venezia Giulia;Monfalcone
1378931712;1378931967;Piemonte;Torino
1378931968;1378932223;Friuli-Venezia Giulia;Monfalcone
1378932224;1378932479;Piemonte;Torino
1378932480;1378932735;Lombardia;Milan
1378932736;1378932991;Friuli-Venezia Giulia;Trieste
1378932992;1378933247;Friuli-Venezia Giulia;San Vito al Tagliamento
1378933248;1378933503;Friuli-Venezia Giulia;Trieste
1378933504;1378933759;Veneto;Venice
1378933760;1378934015;Lombardia;Milan
1378934016;1378934271;Lazio;Rome
1378934272;1378934527;Friuli-Venezia Giulia;Gonars
1378934528;1378934783;Veneto;Venice
1378934784;1378935295;Veneto;Padova
1378935296;1378935551;Piemonte;Torino
1378935552;1378935807;Veneto;Venice
1378935808;1378936063;Trentino-Alto Adige;Caldaro sulla Strada del Vino
1378936064;1378936575;Veneto;Venice
1378936576;1378937087;Veneto;Padova
1378937088;1378937343;Veneto;Venice
1378937344;1378937599;Veneto;Padova
1378937600;1378937855;Veneto;Vicenza
1378937856;1378938111;Veneto;Valdobbiadene
1378938112;1378938367;Piemonte;Pontecurone
1378938368;1378938623;Piemonte;Torino
1378938624;1378938879;Piemonte;Ovada
1378938880;1378939135;Piemonte;Torino
1378939136;1378939647;Veneto;Verona
1378939648;1378939903;Veneto;Villa Bartolomea
1378939904;1378940415;Veneto;Verona
1378940416;1378940671;Lombardia;Milan
1378940672;1378941439;Veneto;Verona
1378941440;1378941695;Lazio;Rome
1378941696;1378941951;Lombardia;Brescia
1378941952;1378942463;Veneto;Verona
1378942464;1378942719;Veneto;Venice
1378942720;1378942975;Lazio;Rome
1378942976;1378943231;Calabria;Lamezia Terme
1378943232;1378943487;Trentino-Alto Adige;Bolzano
1378943488;1378943743;Calabria;Joppolo
1378943744;1378943999;Marche;Macerata
1378944000;1378944255;Marche;Sassoferrato
1378944256;1378944511;Campania;Teggiano
1378944512;1378944767;Marche;Macerata
1378944768;1378945023;Trentino-Alto Adige;Arco
1378945024;1378945279;Marche;Matelica
1378945280;1378945535;Marche;Maiolati Spontini
1378945536;1378945791;Marche;Recanati
1378945792;1378946047;Marche;Ancona
1378946048;1378946303;Veneto;Padova
1378946304;1378946559;Marche;Fano
1378946560;1378946815;Marche;Macerata
1378946816;1378947071;Marche;Fano
1378947072;1378947327;Toscana;Florence
1378947328;1378947583;Puglia;Bari
1378947584;1378947839;Lazio;Rome
1378947840;1378948095;Puglia;Torremaggiore
1378948096;1378948351;Puglia;Martina Franca
1378948352;1378948607;Veneto;Padova
1378948608;1378948863;Lombardia;Milan
1378948864;1378949119;Puglia;Bari
1378949120;1378949375;Veneto;Padova
1378949376;1378949631;Campania;Naples
1378949632;1378949887;Puglia;Bari
1378949888;1378950143;Marche;Matelica
1378950144;1378950399;Sardegna;Oristano
1378950400;1378950655;Sardegna;Cagliari
1378950656;1378950911;Campania;Naples
1378950912;1378951167;Sardegna;Cagliari
1378951168;1378951423;Marche;Matelica
1378951424;1378951935;Umbria;Perugia
1378951936;1378952191;Marche;Montecarotto
1378952192;1378952447;Marche;Ancona
1378952448;1378952703;Campania;Naples
1378952704;1378952959;Campania;Salento
1378952960;1378953215;Veneto;Venice
1378953216;1378953471;Lombardia;Milan
1378953472;1378953983;Lazio;Rome
1378953984;1378954239;Sicilia;Monforte San Giorgio
1378954240;1378954495;Puglia;Bari
1378954496;1378954751;Sicilia;Milazzo
1378954752;1378955007;Puglia;San Severo
1378955008;1378955263;Sicilia;Messina
1378955264;1378955519;Umbria;Assisi
1378955520;1378955775;Lazio;Rome
1378955776;1378956031;Umbria;Magione
1378956032;1378956287;Sicilia;Messina
1378956288;1378956543;Lazio;Rome
1378956544;1378956799;Sicilia;Noto
1378956800;1378957055;Lazio;Rome
1378957056;1378957311;Sicilia;Milazzo
1378957312;1378957567;Calabria;Polistena
1378957568;1378957823;Calabria;Mangone
1378957824;1378958079;Calabria;Castrovillari
1378958080;1378958335;Abruzzo;Gissi
1378958336;1378958591;Abruzzo;Roseto degli Abruzzi
1378958592;1378958847;Calabria;San Giovanni in Fiore
1378958848;1378959103;Calabria;Mangone
1378959104;1378959359;Marche;Calcinelli
1378959360;1378960383;Toscana;Florence
1378960384;1378960639;Emilia-Romagna;Bologna
1378960640;1378962175;Toscana;Florence
1378962176;1378962431;Veneto;Casale di Scodosia
1378962432;1378962687;Toscana;Florence
1378962688;1378962943;Toscana;Bucine
1378962944;1378963199;Campania;Camerota
1378963200;1378963455;Campania;Naples
1378963456;1378963711;Sicilia;Milazzo
1378963712;1378964479;Campania;Naples
1378964480;1378964735;Toscana;Florence
1378964736;1378965247;Campania;Naples
1378965248;1378965503;Toscana;Florence
1378965504;1378967039;Campania;Naples
1378967040;1378967295;Campania;Valle Agricola
1378967296;1378967807;Campania;Naples
1378967808;1378968063;Campania;San Salvatore Telesino
1378968064;1378968319;Basilicata;Venosa
1378968320;1378968575;Basilicata;Melfi
1378968576;1378968831;Campania;Naples
1378968832;1378969087;Campania;San Salvatore Telesino
1378969088;1378969343;Campania;Naples
1378969344;1378969599;Lazio;Rome
1378969600;1378969855;Campania;Roccamonfina
1378969856;1378970111;Campania;Battipaglia
1378970112;1378970367;Sicilia;Milazzo
1378970368;1378970623;Sicilia;Serradifalco
1378970624;1378970879;Lazio;Rome
1378970880;1378971135;Sicilia;Scaletta Zanclea
1378971136;1378971391;Sicilia;Catania
1378971392;1378971647;Campania;Avellino
1378971648;1378971903;Sicilia;Palermo
1378971904;1378972159;Lombardia;Milan
1378972160;1378972415;Sicilia;Palermo
1378972416;1378972671;Emilia-Romagna;Ferrara
1378972672;1378973183;Emilia-Romagna;Bologna
1378973184;1378973439;Lazio;Rome
1378973440;1378973695;Sicilia;Palermo
1378973696;1378973951;Sicilia;Caltanissetta
1378973952;1378974719;Sicilia;Trapani
1378974720;1378974975;Sicilia;Siracusa
1378974976;1378975231;Sicilia;Catania
1378975232;1378975487;Sicilia;Milazzo
1378975488;1378975743;Sicilia;Avola
1378975744;1378975999;Lazio;Rome
1378976000;1378976255;Abruzzo;L'Aquila
1378976256;1378976511;Abruzzo;Sant'Egidio alla Vibrata
1378976512;1378976767;Lazio;Rome
1378976768;1378977023;Molise;Campobasso
1378977024;1378977279;Abruzzo;Pescara
1378977280;1378977535;Abruzzo;L'Aquila
1378977536;1378977791;Lazio;Rome
1378977792;1378978047;Molise;Campobasso
1378978048;1378978303;Sicilia;Messina
1378978304;1378978559;Sicilia;Milazzo
1378978560;1378978815;Molise;Campobasso
1378978816;1378979071;Abruzzo;Sant'Egidio alla Vibrata
1378979072;1378979327;Abruzzo;Pescara
1378979328;1378979583;Abruzzo;Sant'Egidio alla Vibrata
1378979584;1378979839;Abruzzo;Pescara
1378979840;1378980095;Lazio;Rome
1378980096;1378980351;Lazio;Ripa
1378980352;1378981119;Umbria;Perugia
1378981120;1378981375;Lazio;Rome
1378981376;1378981631;Umbria;Gualdo Tadino
1378981632;1378981887;Umbria;Perugia
1378981888;1378982399;Toscana;Pisa
1378982400;1378982655;Lombardia;Milan
1378982656;1378982911;Veneto;Padova
1378982912;1378983167;Lazio;Rome
1378983168;1378983423;Lombardia;Milan
1378983424;1378983679;Toscana;Cireglio
1378983680;1378983935;Veneto;Verona
1378983936;1378984191;Toscana;Roccastrada
1378984192;1378984447;Toscana;Florence
1378984448;1378984703;Lazio;Rome
1378984704;1378984959;Lombardia;Milan
1378984960;1378985727;Toscana;Pisa
1378985728;1378985983;Toscana;Camporgiano
1378985984;1378986239;Campania;Naples
1378986240;1378986495;Campania;Battipaglia
1378986496;1378986751;Campania;Naples
1378986752;1378987007;Basilicata;Matera
1378987008;1378987263;Campania;Naples
1378987264;1378987519;Campania;Ariano Irpino
1378987520;1378987775;Campania;Naples
1378987776;1378988031;Lazio;Gallese
1378988032;1378988543;Lazio;Rome
1378988544;1378989055;Campania;Naples
1378989056;1378989311;Campania;Ariano Irpino
1378989312;1378989567;Toscana;Pisa
1378989568;1378990335;Lazio;Rome
1378990336;1378990591;Lazio;Fabrica di Roma
1378990592;1378990847;Veneto;Padova
1378990848;1378991359;Lazio;Rome
1378991360;1378991615;Lazio;Ripa
1378991616;1378992127;Lazio;Rome
1378992128;1378992639;Lazio;Ripa
1378992640;1378993407;Lazio;Rome
1378993408;1378993663;Lazio;Anzio
1378993664;1378993919;Lazio;Ripa
1378993920;1378994175;Campania;Salerno
1378994176;1378994431;Lazio;Rome
1378994432;1378994687;Lombardia;Milan
1378994688;1378994943;Emilia-Romagna;Cesena
1378994944;1378995199;Emilia-Romagna;Rimini
1378995200;1378995455;Emilia-Romagna;Sant'Agata sul Santerno
1378995456;1378995711;Lazio;Rome
1378995712;1378995967;Marche;Macerata
1378995968;1378996223;Lazio;Rome
1378996224;1378996479;Emilia-Romagna;Rimini
1378996480;1378996735;Lazio;Rome
1378996736;1378996991;Sicilia;Messina
1378996992;1378997247;Lazio;Rome
1378997248;1378997503;Campania;Naples
1378997504;1378997759;Lazio;Rome
1378997760;1378998015;Friuli-Venezia Giulia;Monfalcone
1378998016;1378998271;Friuli-Venezia Giulia;Gonars
1378998272;1378998527;Veneto;Padova
1378998528;1378999039;Lazio;Rome
1378999040;1378999295;Puglia;Lecce
1378999296;1378999551;Lazio;Rome
1378999552;1378999807;Liguria;Genova
1378999808;1379000063;Puglia;Cellino San Marco
1379000064;1379000319;Puglia;Nardo
1379000320;1379000575;Emilia-Romagna;Rimini
1379000576;1379000831;Emilia-Romagna;Morciano di Romagna
1379000832;1379001087;Emilia-Romagna;San Mauro Pascoli
1379001088;1379001343;Calabria;Crotone
1379001344;1379002111;Campania;Naples
1379002112;1379002367;Umbria;Perugia
1379002368;1379002623;Calabria;Castrovillari
1379002624;1379002879;Calabria;Terranova da Sibari
1379002880;1379003135;Calabria;Taurianova
1379003136;1379003391;Calabria;Rende
1379003392;1379003647;Calabria;Crotone
1379003648;1379003903;Sicilia;Castel di Iudica
1379003904;1379004159;Sicilia;Messina
1379004160;1379004671;Veneto;Padova
1379004672;1379004927;Veneto;Casale di Scodosia
1379004928;1379005183;Veneto;Padova
1379005184;1379005695;Puglia;Bari
1379005696;1379005951;Puglia;San Giovanni Rotondo
1379005952;1379006207;Campania;Naples
1379006208;1379006975;Marche;Cagli
1379006976;1379007231;Marche;Montefelcino
1379007232;1379007487;Abruzzo;Lanciano
1379007488;1379007743;Abruzzo;Avezzano
1379007744;1379007999;Abruzzo;Isola del Gran Sasso d'Italia
1379008000;1379008255;Marche;Ancona
1379008256;1379008511;Marche;San Benedetto del Tronto
1379008512;1379008767;Piemonte;Galliate
1379008768;1379009023;Piemonte;Torino
1379009024;1379009279;Piemonte;Galliate
1379009280;1379009535;Piemonte;Biella
1379009536;1379009791;Piemonte;Pontecurone
1379009792;1379010303;Piemonte;Galliate
1379010304;1379011327;Lombardia;Milan
1379011328;1379011583;Toscana;Florence
1379011584;1379011839;Lombardia;Ispra
1379011840;1379012095;Lombardia;Bergamo
1379012096;1379012607;Lombardia;Milan
1379012608;1379012863;Emilia-Romagna;Bologna
1379012864;1379013119;Abruzzo;Celano
1379013120;1379013375;Marche;Pesaro
1379013376;1379014143;Emilia-Romagna;Bologna
1379014144;1379014399;Emilia-Romagna;Ostellato
1379014400;1379015423;Emilia-Romagna;Bologna
1379015424;1379015679;Lombardia;Milan
1379015680;1379016447;Lazio;Rome
1379016448;1379016703;Lombardia;Milan
1379016704;1379017471;Lombardia;Brescia
1379017472;1379017727;Lombardia;Viadana
1379017728;1379017983;Liguria;Genova
1379017984;1379018751;Lombardia;Brescia
1379018752;1379019007;Veneto;Isola Vicentina
1379019008;1379019263;Trentino-Alto Adige;Trento
1379019264;1379019519;Trentino-Alto Adige;Fondo
1379019520;1379019775;Trentino-Alto Adige;Rovereto
1379019776;1379020031;Veneto;Agordo
1379020032;1379020287;Trentino-Alto Adige;Bolzano
1379020288;1379020543;Lombardia;Limbiate
1379020544;1379020799;Trentino-Alto Adige;Trento
1379020800;1379021055;Lombardia;Milan
1379021056;1379021311;Lombardia;Limbiate
1379021312;1379021567;Lombardia;Novedrate
1379021568;1379021823;Lombardia;Brescia
1379021824;1379022079;Lombardia;Milan
1379022080;1379022335;Lombardia;Novedrate
1379022336;1379022591;Lombardia;Milan
1379022592;1379022847;Lombardia;Viadana
