start;end;regione;comune
1379022848;1379023103;Liguria;Genova
1379023104;1379023359;Lombardia;Milan
1379023360;1379023615;Liguria;Doria
1379023616;1379023871;Toscana;Aulla
1379023872;1379024639;Lombardia;Milan
1379024640;1379024895;Toscana;Pisa
1379024896;1379026687;Lombardia;Milan
1379026688;1379026943;Veneto;Padova
1379026944;1379027455;Lombardia;Milan
1379027456;1379027711;Lombardia;Corbetta
1379027712;1379028991;Lombardia;Milan
1379028992;1379029247;Lombardia;Corbetta
1379029248;1379029503;Sicilia;Messina
1379029504;1379029759;Veneto;Alleghe
1379029760;1379030271;Lombardia;Milan
1379030272;1379030527;Sicilia;Catania
1379030528;1379031551;Lombardia;Milan
1379031552;1379031807;Emilia-Romagna;Comacchio
1379031808;1379032319;Trentino-Alto Adige;Fondo
1379032320;1379032575;Veneto;Padova
1379032576;1379032831;Lombardia;Brescia
1379032832;1379033087;Emilia-Romagna;Modena
1379033088;1379033343;Emilia-Romagna;Parma
1379033344;1379033599;Lombardia;Bergamo
1379033600;1379034367;Emilia-Romagna;Modena
1379034368;1379034623;Emilia-Romagna;Piacenza
1379034624;1379035135;Emilia-Romagna;Parma
1379035136;1379035391;Lombardia;Brescia
1379035392;1379035647;Veneto;Casale di Scodosia
1379035648;1379035903;Piemonte;Quattordio
1379035904;1379036159;Piemonte;Biella
1379036160;1379036415;Emilia-Romagna;Modena
1379036416;1379036671;Lombardia;Milan
1379036672;1379036927;Toscana;Pisa
1379036928;1379037183;Emilia-Romagna;Modena
1379037184;1379037695;Veneto;Padova
1379037696;1379037951;Lombardia;Milan
1379037952;1379038463;Toscana;Florence
1379038464;1379038719;Toscana;Siena
1379038720;1379038975;Toscana;Monticelli
1379038976;1379039231;Veneto;Padova
1379039232;1379039487;Liguria;Castelnuovo Magra
1379039488;1379040255;Veneto;Padova
1379040256;1379040511;Lombardia;Milan
1379040512;1379041279;Veneto;Padova
1379041280;1379042047;Liguria;Imperia
1379042048;1379042303;Lombardia;Milan
1379042304;1379042815;Liguria;Imperia
1379042816;1379043071;Liguria;San Remo
1379043072;1379043327;Campania;Naples
1379043328;1379043583;Lombardia;Ispra
1379043584;1379043839;Lombardia;Milan
1379043840;1379044351;Piemonte;Torino
1379044352;1379044863;Lombardia;Milan
1379044864;1379045119;Abruzzo;Pescara
1379045120;1379045375;Abruzzo;San Benedetto dei Marsi
1379045376;1379045631;Piemonte;Torino
1379045632;1379045887;Lombardia;Gallarate
1379045888;1379046143;Toscana;Pisa
1379046144;1379046655;Piemonte;Torino
1379046656;1379046911;Veneto;Padova
1379046912;1379047423;Lombardia;Milan
1379047424;1379047679;Lombardia;Corbetta
1379047680;1379047935;Veneto;Padova
1379047936;1379048447;Lombardia;Milan
1379048448;1379048703;Abruzzo;Ortona
1379048704;1379048959;Lombardia;Bergamo
1379048960;1379049215;Trentino-Alto Adige;Merano
1379049216;1379049471;Marche;Urbino
1379049472;1379049727;Lombardia;Milan
1379049728;1379049983;Veneto;Padova
1379049984;1379050239;Lazio;Rome
1379050240;1379050751;Piemonte;Torino
1379050752;1379051007;Lombardia;Brescia
1379051008;1379051263;Lombardia;Viadana
1379051264;1379051519;Toscana;Pisa
1379051520;1379052031;Friuli-Venezia Giulia;Udine
1379052032;1379052287;Lazio;Rome
1379052288;1379052543;Friuli-Venezia Giulia;Trieste
1379052544;1379052799;Marche;Civitanova Marche
1379052800;1379053055;Lazio;Rome
1379053056;1379053311;Veneto;Caorle
1379053312;1379053567;Lazio;Rome
1379053568;1379053823;Veneto;Venice
1379053824;1379054335;Veneto;Padova
1379054336;1379054591;Veneto;Venice
1379054592;1379054847;Veneto;Portogruaro
1379054848;1379055103;Veneto;Venice
1379055104;1379055359;Lombardia;Milan
1379055360;1379055615;Veneto;Padova
1379055616;1379055871;Veneto;Verona
1379055872;1379056127;Lombardia;Brescia
1379056128;1379056895;Veneto;Verona
1379056896;1379057151;Lombardia;Milan
1379057152;1379057407;Lombardia;Bergamo
1379057408;1379057663;Sicilia;Casteltermini
1379057664;1379058175;Marche;Cagli
1379058176;1379058431;Lombardia;Milan
1379058432;1379058687;Marche;Falerone
1379058688;1379059455;Lombardia;Milan
1379059456;1379059967;Lazio;Rome
1379059968;1379060223;Lombardia;Milan
1379060224;1379060735;Lazio;Rome
1379060736;1379060991;Toscana;Florence
1379060992;1379061247;Toscana;Monticelli
1379061248;1379062783;Lombardia;Milan
1379062784;1379063039;Lazio;Rome
1379063040;1379063295;Lombardia;Milan
1379063296;1379063551;Toscana;Florence
1379063552;1379064063;Lombardia;Milan
1379064064;1379064319;Lazio;Rome
1379064320;1379065087;Lombardia;Milan
1379065088;1379065343;Lazio;Rome
1379065344;1379066367;Lombardia;Milan
1379066368;1379066623;Toscana;Florence
1379066624;1379067903;Lombardia;Milan
1379067904;1379068671;Lazio;Rome
1379068672;1379068927;Lombardia;Novedrate
1379068928;1379070719;Lombardia;Milan
1379070720;1379070975;Lazio;Rome
1379070976;1379071231;Lombardia;Milan
1379071232;1379071487;Lazio;Rome
1379071488;1379072255;Lombardia;Milan
1379072256;1379072511;Lazio;Rome
1379072512;1379073023;Lombardia;Milan
1379073024;1379073279;Lazio;Rome
1379073280;1379073535;Lombardia;Milan
1379073536;1379073791;Veneto;Verona
1379073792;1379074047;Lombardia;Milan
1379074048;1379074303;Lazio;Rome
1379074304;1379074559;Marche;Montegiorgio
1379074560;1379074815;Marche;Rapagnano
1379074816;1379075327;Marche;Montegiorgio
1379075328;1379075583;Marche;Macerata
1379075584;1379075839;Marche;San Benedetto del Tronto
1379075840;1379076095;Marche;Rapagnano
1379076096;1379076607;Puglia;Bari
1379076608;1379076863;Puglia;Carapelle
1379076864;1379077119;Toscana;Florence
1379077120;1379077375;Puglia;Cerignola
1379077376;1379077631;Puglia;San Severo
1379077632;1379077887;Sicilia;Catania
1379077888;1379078143;Puglia;Bari
1379078144;1379078399;Sardegna;Sassari
1379078400;1379078655;Sardegna;Porto Torres
1379078656;1379078911;Lazio;Cisterna di Latina
1379078912;1379079167;Sardegna;Oristano
1379079168;1379079423;Lazio;Rome
1379079424;1379079679;Sardegna;Carloforte
1379079680;1379079935;Sardegna;Cagliari
1379079936;1379080191;Lazio;Rome
1379080192;1379080447;Lazio;Ripa
1379080448;1379080703;Emilia-Romagna;Bologna
1379080704;1379080959;Lombardia;Milan
1379080960;1379081215;Toscana;Pisa
1379081216;1379081471;Campania;Naples
1379081472;1379081983;Lazio;Rome
1379081984;1379082239;Veneto;Venice
1379082240;1379082495;Sicilia;Messina
1379082496;1379082751;Lazio;Rome
1379082752;1379083007;Sicilia;Nicosia
1379083008;1379083519;Sicilia;Catania
1379083520;1379083775;Lazio;Priverno
1379083776;1379084031;Lazio;Rome
1379084032;1379084287;Sicilia;Catania
1379084288;1379084543;Puglia;San Severo
1379084544;1379084799;Sicilia;Messina
1379084800;1379085055;Sicilia;Lipari
1379085056;1379085311;Calabria;Mangone
1379085312;1379085567;Abruzzo;Lanciano
1379085568;1379085823;Sicilia;Trapani
1379085824;1379086079;Sicilia;Agrigento
1379086080;1379086335;Sicilia;Castellana Sicula
1379086336;1379086591;Marche;Macerata
1379086592;1379086847;Calabria;Castrovillari
1379086848;1379087103;Lazio;Rome
1379087104;1379087359;Calabria;Cassano allo Ionio
1379087360;1379087615;Calabria;Belvedere Marittimo
1379087616;1379087871;Emilia-Romagna;Piacenza
1379087872;1379088127;Calabria;Castrovillari
1379088128;1379088383;Calabria;Belvedere Marittimo
1379088384;1379088639;Toscana;Monticelli
1379088640;1379088895;Lazio;Rome
1379088896;1379089919;Toscana;Florence
1379089920;1379090175;Sicilia;Palermo
1379090176;1379090431;Toscana;Pisa
1379090432;1379090687;Lazio;Rome
1379090688;1379092223;Toscana;Florence
1379092224;1379092479;Sicilia;Partanna
1379092480;1379094015;Campania;Naples
1379094016;1379094271;Campania;Avellino
1379094272;1379094527;Lazio;Ripa
1379094528;1379094783;Toscana;Pisa
1379094784;1379095039;Emilia-Romagna;San Mauro Pascoli
1379095040;1379095295;Campania;Naples
1379095296;1379095551;Toscana;Monticelli
1379095552;1379095807;Toscana;Florence
1379095808;1379096319;Toscana;Monticelli
1379096320;1379096575;Lazio;Formia
1379096576;1379096831;Campania;Naples
1379096832;1379097087;Campania;Battipaglia
1379097088;1379097343;Campania;Naples
1379097344;1379097599;Basilicata;Tricarico
1379097600;1379097855;Lazio;Rome
1379097856;1379098111;Campania;Salerno
1379098112;1379098367;Emilia-Romagna;Cortemaggiore
1379098368;1379098623;Marche;Macerata
1379098624;1379098879;Sicilia;Palermo
1379098880;1379099135;Sicilia;Casteltermini
1379099136;1379099391;Sicilia;Palermo
1379099392;1379099647;Lazio;Rome
1379099648;1379099903;Toscana;Pisa
1379099904;1379100159;Puglia;Galatina
1379100160;1379100415;Lazio;Rome
1379100416;1379101183;Sicilia;Palermo
1379101184;1379101439;Toscana;Arezzo
1379101440;1379101695;Sicilia;Palermo
1379101696;1379101951;Sicilia;Vita
1379101952;1379102207;Toscana;Sinalunga
1379102208;1379102719;Lazio;Rome
1379102720;1379102975;Molise;Campobasso
1379102976;1379103231;Abruzzo;Farindola
1379103232;1379103487;Lazio;Rome
1379103488;1379103743;Abruzzo;L'Aquila
1379103744;1379103999;Molise;Ururi
1379104000;1379104255;Campania;Naples
1379104256;1379104511;Abruzzo;Pineto
1379104512;1379104767;Sicilia;Palermo
1379104768;1379105535;Lazio;Rome
1379105536;1379106559;Umbria;Perugia
1379106560;1379106815;Umbria;Citta di Castello
1379106816;1379107071;Trentino-Alto Adige;Trento
1379107072;1379107327;Lazio;Rome
1379107328;1379107583;Veneto;Padova
1379107584;1379107839;Lazio;Rome
1379107840;1379108095;Friuli-Venezia Giulia;San Giorgio di Nogaro
1379108096;1379108351;Campania;Naples
1379108352;1379108607;Lombardia;Bergamo
1379108608;1379108863;Sicilia;Palermo
1379108864;1379109119;Toscana;Cireglio
1379109120;1379109375;Lombardia;Milan
1379109376;1379109887;Toscana;Pisa
1379109888;1379110143;Calabria;Santa Maria del Cedro
1379110144;1379110911;Toscana;Pisa
1379110912;1379111679;Lazio;Rome
1379111680;1379111935;Puglia;Torremaggiore
1379111936;1379112191;Puglia;Mottola
1379112192;1379112703;Lazio;Ripa
1379112704;1379113727;Lazio;Rome
1379113728;1379113983;Lombardia;Milan
1379113984;1379115519;Lazio;Rome
1379115520;1379115775;Lazio;Ripa
1379115776;1379116031;Lazio;Rome
1379116032;1379116287;Lazio;Formia
1379116288;1379117055;Lazio;Rome
1379117056;1379117311;Lazio;Frosinone
1379117312;1379117567;Lazio;Rome
1379117568;1379117823;Toscana;Pisa
1379117824;1379118079;Toscana;Florence
1379118080;1379118591;Campania;Naples
1379118592;1379118847;Lazio;Rome
1379118848;1379119103;Sicilia;Bivona
1379119104;1379120383;Lazio;Rome
1379120384;1379120639;Emilia-Romagna;Rimini
1379120640;1379120895;Emilia-Romagna;Parma
1379120896;1379121151;Emilia-Romagna;Forli
1379121152;1379121407;Liguria;Genova
1379121408;1379121663;Puglia;Melissano
1379121664;1379121919;Puglia;Gallipoli
1379121920;1379122175;Puglia;Tricase
1379122176;1379122431;Puglia;Galatina
1379122432;1379122687;Liguria;Genova
1379122688;1379123199;Campania;Naples
1379123200;1379123455;Lazio;Rome
1379123456;1379124479;Lombardia;Milan
1379124480;1379124735;Sicilia;Camastra
1379124736;1379125503;Lombardia;Milan
1379125504;1379125759;Lazio;Rome
1379125760;1379126015;Lombardia;Milan
1379126016;1379126271;Sicilia;Pozzallo
1379126272;1379126783;Lazio;Rome
1379126784;1379128319;Lombardia;Milan
1379128320;1379129087;Puglia;Bari
1379129088;1379129343;Lazio;Rome
1379129344;1379129599;Puglia;Bari
1379129600;1379130367;Lombardia;Milan
1379130368;1379130623;Lazio;Rome
1379130624;1379130879;Puglia;Barletta
1379130880;1379131391;Emilia-Romagna;Rimini
1379131392;1379132671;Lombardia;Milan
1379132672;1379132927;Lazio;Rome
1379132928;1379133183;Lombardia;Milan
1379133184;1379133439;Lazio;Rome
1379133440;1379134719;Lombardia;Milan
1379134720;1379134975;Lazio;Rome
1379134976;1379135487;Lombardia;Milan
1379135488;1379135999;Lazio;Rome
1379136000;1379136255;Lombardia;Milan
1379136256;1379136511;Lazio;Rome
1379136512;1379136767;Lombardia;Milan
1379136768;1379137023;Lazio;Rome
1379137024;1379137535;Lombardia;Milan
1379137536;1379138047;Lazio;Rome
1379138048;1379138559;Lombardia;Milan
1379138560;1379139071;Lazio;Rome
1379139072;1379139327;Lombardia;Milan
1379139328;1379139583;Emilia-Romagna;Cesena
1379139584;1379139839;Piemonte;Coggiola
1379139840;1379140095;Piemonte;Alice Castello
1379140096;1379140351;Piemonte;Biella
1379140352;1379140607;Piemonte;Ovada
1379140608;1379140863;Piemonte;Galliate
1379140864;1379141119;Lombardia;Milan
1379141120;1379141375;Piemonte;Galliate
1379141376;1379141631;Piemonte;Biella
1379141632;1379142143;Lombardia;Brescia
1379142144;1379142399;Lombardia;Milan
1379142400;1379142655;Lombardia;Bergamo
1379142656;1379143167;Lombardia;Brescia
1379143168;1379143423;Lombardia;Caspoggio
1379143424;1379143679;Lombardia;Morbegno
1379143680;1379143935;Veneto;Occhiobello
1379143936;1379145471;Emilia-Romagna;Bologna
1379145472;1379145727;Lombardia;Bergamo
1379145728;1379145983;Emilia-Romagna;Bologna
1379145984;1379146239;Emilia-Romagna;Ferrara
1379146240;1379146495;Emilia-Romagna;Tresigallo
1379146496;1379146751;Emilia-Romagna;Sant'Agata sul Santerno
1379146752;1379147263;Toscana;Pisa
1379147264;1379147519;Toscana;Florence
1379147520;1379147775;Emilia-Romagna;Bologna
1379147776;1379148031;Lombardia;Viadana
1379148032;1379148287;Lombardia;Brescia
1379148288;1379148543;Lombardia;Bergamo
1379148544;1379149567;Lombardia;Brescia
1379149568;1379149823;Lombardia;Viadana
1379149824;1379150079;Veneto;Padova
1379150080;1379150335;Emilia-Romagna;Parma
1379150336;1379150591;Lazio;Rome
1379150592;1379150847;Veneto;Zoldo Alto
1379150848;1379151103;Veneto;Alleghe
1379151104;1379151359;Trentino-Alto Adige;Ortisei
1379151360;1379151615;Veneto;Alleghe
1379151616;1379151871;Trentino-Alto Adige;Merano
1379151872;1379152383;Lombardia;Milan
1379152384;1379152639;Sardegna;Arzachena
1379152640;1379152895;Lombardia;Milan
1379152896;1379153151;Lombardia;Novedrate
1379153152;1379153919;Lombardia;Milan
1379153920;1379155199;Liguria;Genova
1379155200;1379155455;Liguria;Moneglia
1379155456;1379155967;Toscana;Pisa
1379155968;1379156223;Lombardia;Milan
1379156224;1379156479;Lombardia;Corbetta
1379156480;1379156991;Lombardia;Milan
1379156992;1379157247;Lombardia;Pregnana Milanese
1379157248;1379157503;Lombardia;Milan
1379157504;1379157759;Lombardia;Cagnola
1379157760;1379158271;Lombardia;Milan
1379158272;1379158527;Lombardia;Menaggio
1379158528;1379158783;Lombardia;Cagnola
1379158784;1379159551;Lombardia;Milan
1379159552;1379159807;Lombardia;Cagnola
1379159808;1379160575;Lombardia;Milan
1379160576;1379160831;Toscana;Florence
1379160832;1379161087;Lombardia;Cagnola
1379161088;1379161343;Lombardia;Milan
1379161344;1379161599;Lombardia;Varese
1379161600;1379161855;Lombardia;Gallarate
1379161856;1379162879;Lombardia;Milan
1379162880;1379163135;Lombardia;Varese
1379163136;1379163391;Lombardia;Gallarate
1379163392;1379164159;Lombardia;Milan
1379164160;1379164415;Lombardia;Colorina
1379164416;1379164671;Emilia-Romagna;Modena
1379164672;1379164927;Lombardia;Novedrate
1379164928;1379165183;Lombardia;Milan
1379165184;1379165439;Lombardia;Cagnola
1379165440;1379165951;Emilia-Romagna;Parma
1379165952;1379166207;Piemonte;Biella
1379166208;1379166719;Emilia-Romagna;Modena
1379166720;1379166975;Lombardia;Bergamo
1379166976;1379167487;Emilia-Romagna;Parma
1379167488;1379167743;Lombardia;Milan
1379167744;1379168255;Friuli-Venezia Giulia;Trieste
1379168256;1379168511;Veneto;Padova
1379168512;1379169023;Lombardia;Milan
1379169024;1379169279;Lazio;Rome
1379169280;1379169535;Veneto;Isola Vicentina
1379169536;1379170047;Veneto;Padova
1379170048;1379170303;Lazio;Rome
1379170304;1379170559;Veneto;Padova
1379170560;1379170815;Veneto;Casale di Scodosia
1379170816;1379171071;Lazio;Rome
1379171072;1379171327;Lombardia;Milan
1379171328;1379171583;Veneto;Padova
1379171584;1379171839;Lombardia;Milan
1379171840;1379172095;Toscana;Pisa
1379172096;1379172351;Veneto;Padova
1379172352;1379172607;Liguria;Pietra Ligure
1379172608;1379172863;Liguria;Savona
1379172864;1379173119;Lombardia;Bergamo
1379173120;1379173375;Liguria;Imperia
1379173376;1379173631;Lombardia;Milan
1379173632;1379173887;Liguria;Genova
1379173888;1379174143;Liguria;Savona
1379174144;1379174399;Liguria;Imperia
1379174400;1379174655;Emilia-Romagna;Piacenza
1379174656;1379175167;Lombardia;Milan
1379175168;1379175679;Piemonte;Torino
1379175680;1379175935;Lombardia;Milan
1379175936;1379176191;Emilia-Romagna;Modena
1379176192;1379176447;Lombardia;Bergamo
1379176448;1379176703;Lombardia;Milan
1379176704;1379176959;Piemonte;Alba
1379176960;1379177471;Piemonte;Torino
1379177472;1379177983;Lazio;Rome
1379177984;1379179007;Piemonte;Torino
1379179008;1379179519;Lombardia;Milan
1379179520;1379179775;Piemonte;Torino
1379179776;1379180031;Lombardia;Milan
1379180032;1379180287;Piemonte;Torino
1379180288;1379180543;Lombardia;Milan
1379180544;1379180799;Valle d'Aosta;Aosta
1379180800;1379181567;Lombardia;Milan
1379181568;1379181823;Piemonte;Torino
1379181824;1379182079;Lombardia;Milan
1379182080;1379182335;Piemonte;Torino
1379182336;1379182591;Lazio;Rome
1379182592;1379182847;Friuli-Venezia Giulia;Udine
1379182848;1379183103;Friuli-Venezia Giulia;Gonars
1379183104;1379183359;Friuli-Venezia Giulia;Trieste
1379183360;1379183615;Friuli-Venezia Giulia;Grado
1379183616;1379183871;Friuli-Venezia Giulia;Pordenone
1379183872;1379184127;Friuli-Venezia Giulia;Gonars
1379184128;1379184383;Lazio;Rome
1379184384;1379184639;Friuli-Venezia Giulia;Pordenone
1379184640;1379184895;Veneto;Padova
1379184896;1379185407;Veneto;Venice
1379185408;1379185663;Veneto;Santa Giustina
1379185664;1379186175;Veneto;Venice
1379186176;1379186431;Veneto;Padova
1379186432;1379186687;Veneto;Venice
1379186688;1379187455;Veneto;Verona
1379187456;1379187711;Veneto;Villa Bartolomea
1379187712;1379187967;Veneto;Verona
1379187968;1379188223;Veneto;Villa Bartolomea
1379188224;1379188735;Veneto;Verona
1379188736;1379189503;Lombardia;Milan
1379189504;1379190015;Lombardia;Bergamo
1379190016;1379190271;Lombardia;Milan
1379190272;1379190783;Lazio;Rome
1379190784;1379191039;Lombardia;Milan
1379191040;1379191295;Lombardia;Bergamo
1379191296;1379191551;Lazio;Rome
1379191552;1379191807;Lombardia;Milan
1379191808;1379192063;Lombardia;Bergamo
1379192064;1379192319;Lombardia;Milan
1379192320;1379192575;Lazio;Rome
1379192576;1379193855;Lombardia;Milan
1379193856;1379194111;Lombardia;Morbegno
1379194112;1379194367;Lombardia;Bergamo
1379194368;1379194879;Lombardia;Milan
1379194880;1379195135;Lazio;Rome
1379195136;1379195391;Lombardia;Bergamo
1379195392;1379196159;Lombardia;Milan
1379196160;1379196671;Lazio;Rome
1379196672;1379197183;Lombardia;Milan
1379197184;1379197439;Piemonte;Asti
1379197440;1379197695;Lombardia;Milan
1379197696;1379197951;Lombardia;Morbegno
1379197952;1379198975;Lombardia;Milan
1379198976;1379199231;Lazio;Rome
1379199232;1379200511;Lombardia;Milan
1379200512;1379201023;Lazio;Rome
1379201024;1379202559;Lombardia;Milan
1379202560;1379202815;Liguria;Albenga
1379202816;1379203071;Lazio;Rome
1379203072;1379203327;Lombardia;Milan
1379203328;1379203583;Lazio;Rome
1379203584;1379204095;Lombardia;Milan
1379204096;1379204607;Lazio;Rome
1379204608;1379205119;Lombardia;Milan
1379205120;1379205375;Lazio;Rome
1379205376;1379205887;Lombardia;Milan
1379205888;1379206143;Marche;Recanati
1379206144;1379206399;Marche;Macerata
1379206400;1379206655;Marche;Ancona
1379206656;1379207167;Friuli-Venezia Giulia;San Giovanni al Natisone
